"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A3151","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3152","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","EN","NE","NA","Appendix II","no","no","NA"
"A3153","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3154","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3155","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3156","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3157","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3158","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","NA","NA","NA","NA","NA","NA","DNA sequencing","DNA barcode","16S","NA","NA","NA","NA","no","yes","no","NA"
"A3159","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3160","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3161","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3162","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3163","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3164","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3165","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3166","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3167","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3168","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3169","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3170","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","NT","NT","NA","no","yes","no","NA"
"A3171","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3172","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3173","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3174","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3175","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3176","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3177","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3178","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3179","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3180","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3181","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3182","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3183","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3184","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3185","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3186","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3187","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3188","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3189","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3190","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3191","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3192","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3193","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3194","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3195","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3196","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3197","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3198","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3199","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3200","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3201","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3202","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3203","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3204","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3205","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3206","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3207","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon lalandii","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","NT","NA","no","no","no","NA"
"A3208","Pinhal et al. 2012","2012","Natal","Rio Grande do Norte","Northeast","shark","shark","NA","fish market","NA","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","DD","NA","no","no","no","NA"
"A3209","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","DD","NA","no","no","no","NA"
"A3210","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","DD","NA","no","no","no","NA"
"A3211","Pinhal et al. 2012","2012","Macaé","Rio de Janeiro","Southeast","shark","shark","NA","fish market","NA","Rhizoprionodon porosus","Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","NA","VU","DD","NA","no","no","no","NA"
